VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
12546,JIM BEAM BRANDS COMPANY,1379,Jim Beam Traveler,11.41,14.49,750.0,13678.0,156065.98000000083,13479.0,208508.20999999365,146441.9500000104,10620.060000000873,123880.96999999999,52442.22999999282,25.151158316497185,0.9854510893405468,1.3360260192515534
8673,STE MICHELLE WINE ESTATES,8264,Ch Ste Michelle Rsl,5.37,8.99,750.0,28983.0,155638.7100000019,28366.0,259038.3400000065,87170.95999999718,3173.6699999999228,15919.700000000003,103399.63000000457,39.91672815692148,0.9787116585584653,1.6643567657429394
1485,CASTLE BRANDS CORP.,5505,Pallini Limoncello Liqueur,14.5,18.99,750.0,10714.0,155353.0,10432.0,198103.6799999995,111927.0600000105,8217.34999999965,8497.589999999998,42750.6799999995,21.579952477409613,0.9736792981146164,1.2751841290480357
9819,TREASURY WINE ESTATES,6688,Ch St Jean Chard California,5.81,9.99,750.0,26716.0,155219.96000000165,26194.0,251277.019999999,71275.80999999648,2933.449999999929,14836.570000000005,96057.05999999735,38.22755459293401,0.9804611468782752,1.6188447671291522
3960,DIAGEO NORTH AMERICA INC,2570,Johnnie Walker Gold Rsv,57.14,79.99,750.0,2715.0,155135.0999999995,2119.0,172043.8100000003,105826.9900000021,1669.959999999978,257032.07000000007,16908.710000000778,9.82814202963812,0.7804788213627992,1.1089934515142017
1273,CALEDONIA SPIRITS INC,2580,Barr Hill Gin,29.36,36.99,750.0,5272.0,154785.92000000173,4946.0,174154.5399999993,111934.2200000057,3896.7399999999916,1319.7700000000002,19368.61999999758,11.121513111284758,0.9381638846737481,1.12513166572255
3960,DIAGEO NORTH AMERICA INC,4662,Capt Morgan White PET,15.38,19.99,1750.0,10062.0,154753.55999999834,11033.0,220629.66999999355,127921.03000001416,20275.410000000098,257032.07000000007,65876.10999999521,29.858228043398306,1.0965016895249453,1.4256839713412468
660,SAZERAC NORTH AMERICA INC.,4181,Calypso Spiced Rum,9.37,11.99,1750.0,16514.0,154736.18000000334,16430.0,189110.7000000005,105768.26000001543,30190.63999999833,17932.329999999994,34374.51999999717,18.176930231867935,0.9949134068063461,1.222149209060198
17035,PERNOD RICARD USA,3422,Beefeater,15.99,19.99,750.0,9667.0,154575.33000000118,9500.0,191334.9999999946,132768.170000014,7486.879999999679,123780.21999999997,36759.669999993406,19.212203726445473,0.9827247336298748,1.2378107166259527
7245,PROXIMO SPIRITS INC.,8474,1800 Reposado Gold Tequila,24.62,41.99,1750.0,6259.0,154096.58000000103,6154.0,230884.45999999528,159372.07000000123,11311.360000000452,38994.78000000001,76787.87999999424,33.25814132315177,0.9832241572136124,1.4983100857916103
8664,"STOLI GROUP,(USA) LLC",3656,Stolichnaya Vanil,19.99,24.99,1750.0,7706.0,154042.9400000014,7894.0,200189.05999999747,130497.60000001175,14508.3400000006,18544.489999999998,46146.119999996066,23.051269634812538,1.0243965740981054,1.2995666013645004
12546,JIM BEAM BRANDS COMPANY,8296,Knob Creek Smoked Maple,21.7,31.99,750.0,7084.0,153722.79999999926,6212.0,185815.8799999996,137442.07000000784,4896.309999999878,123880.96999999999,32093.080000000336,17.271440955423405,0.8769057029926595,1.208772413721325
12546,JIM BEAM BRANDS COMPANY,1382,Makers 46,28.56,39.99,750.0,5382.0,153709.91999999934,5196.0,212185.039999998,156002.94000000108,4095.609999999973,123880.96999999999,58475.11999999866,27.558549839328546,0.9654403567447045,1.380425154082436
9165,ULTRA BEVERAGE COMPANY LLP,966,Patron Citronge Orange Liqu,16.15,20.99,750.0,9393.0,151696.94999999943,9887.0,210796.12999999386,129169.48000001341,7789.499999999668,68054.70000000003,59099.179999994434,28.036178842560417,1.0525923560097945,1.3895871340853896
4425,MARTIGNETTI COMPANIES,33582,Villa Cornaro Prosecco Del,6.46,9.95,750.0,23406.0,151202.75999999978,23538.0,258911.6200000013,81723.83000000604,2633.9799999999022,144929.24,107708.86000000153,41.60062804442728,1.0056395795949757,1.71234718202235
2000,SOUTHERN WINE & SPIRITS NE,31915,F Coppola Diamond Chard,8.27,12.99,750.0,18270.0,151092.89999999988,18011.0,209370.08999999947,76727.40000000152,2013.2199999998566,19016.59,58277.189999999595,27.83453453165146,0.985823754789272,1.3857043580472652
653,STATE WINE & SPIRITS,20533,Bread & Butter Chard,8.55,12.99,750.0,17649.0,150898.95000000187,17025.0,221166.74999999965,82990.12000000368,1902.409999999903,8014.98,70267.79999999778,31.77141229411649,0.964643889172191,1.465661291877756
4425,MARTIGNETTI COMPANIES,44547,Silver Oak Cab Svgn Alex Vly,45.15,74.99,750.0,3342.0,150891.30000000005,3179.0,229163.5300000007,124354.01000000183,353.5600000000102,144929.24,78272.23000000065,34.15562240641014,0.9512268102932376,1.5187325578081747
4425,MARTIGNETTI COMPANIES,16794,Freakshow Cab Svgn,10.94,18.99,750.0,13771.0,150654.7399999991,13606.0,254650.62999999942,112155.36000000412,1517.5799999999583,144929.24,103995.89000000033,40.83865411996058,0.9880182993246678,1.690292851057995
17035,PERNOD RICARD USA,3364,Absolut Ruby Red,17.85,24.99,1750.0,8432.0,150511.20000000176,8353.0,209811.46999999488,136089.83000001006,15352.490000000635,123780.21999999997,59300.26999999312,28.26359779090941,0.9906309297912713,1.393992407209513
12546,JIM BEAM BRANDS COMPANY,8562,DeKuyper Peachtree Trav,11.44,16.99,1750.0,13156.0,150504.64000000185,13026.0,205463.7399999953,122148.88000001611,23937.669999999507,123880.96999999999,54959.09999999346,26.748807356468205,0.9901185770750988,1.3651654859278277
3252,E & J GALLO WINERY,40337,Da Vinci Chianti Tuscany,6.57,9.99,750.0,22889.0,150380.72999999914,21970.0,216780.8000000002,82389.07000000509,2454.159999999867,61966.909999999996,66400.07000000105,30.630051185345287,0.9598497094674298,1.4415464002602025
3252,E & J GALLO WINERY,20863,W Hill Est Chard N Coast,8.84,12.99,750.0,16999.0,150271.16000000018,14829.0,176611.99000000567,63165.35999999606,1657.9999999999857,61966.909999999996,26340.830000005488,14.914519676724463,0.8723454320842402,1.175288658183017
9819,TREASURY WINE ESTATES,18893,19 Crimes Red,6.89,9.99,750.0,21791.0,150139.98999999822,20530.0,195851.1000000037,74879.71999999313,2293.5799999999344,14836.570000000005,45711.11000000549,23.339725944865574,0.9421320728741224,1.3044565941426134
3960,DIAGEO NORTH AMERICA INC,3366,Tanqueray Rangpur Gin,24.45,35.99,1750.0,6132.0,149927.40000000029,6009.0,211241.90999999474,136489.25000000696,11045.010000000402,257032.07000000007,61314.50999999445,29.02573168363985,0.9799412915851272,1.4089613372872092
3960,DIAGEO NORTH AMERICA INC,3761,Ciroc Apple Vodka,34.28,47.99,1750.0,4369.0,149769.3199999987,4305.0,211730.9499999991,70585.7499999997,7910.78000000015,257032.07000000007,61961.63000000041,29.26432342555525,0.9853513389791715,1.4137137699496862
11567,CAMPARI AMERICA,8085,Wild Turkey,25.59,35.99,1750.0,5823.0,149010.5699999996,4555.0,150722.450000002,110263.73000000598,8373.74000000032,20964.809999999998,1711.8800000023912,1.1357830236984394,0.7822428301562768,1.0114883125405292
3960,DIAGEO NORTH AMERICA INC,3704,Ciroc Pineapple Vodka,18.37,24.99,750.0,8104.0,148870.48000000074,8401.0,212825.98999999664,99854.86000000537,6618.389999999825,257032.07000000007,63955.509999995906,30.050610830001034,1.0366485686080948,1.429605049973612
1485,CASTLE BRANDS CORP.,4224,Goslings Black Seal Rum 80,11.44,14.99,750.0,13009.0,148822.95999999822,13082.0,212285.17999999563,122716.60000001565,10304.540000000357,8497.589999999998,63462.21999999741,29.894795293764133,1.0056114997309555,1.4264276157388496
3960,DIAGEO NORTH AMERICA INC,3835,Smirnoff Raspberry Vodka,8.2,10.99,750.0,18129.0,148657.79999999847,17843.0,213796.5699999935,121701.02000002009,14053.520000001781,257032.07000000007,65138.76999999501,30.46764033679165,0.9842241712173865,1.4381792949982826
9815,WINE GROUP INC,14701,Cupcake Red Velvet,4.57,6.99,750.0,32481.0,148438.1699999981,30834.0,232214.65999999887,74383.95000000019,3450.059999999936,27100.409999999996,83776.49000000078,36.077175317011076,0.9492934330839568,1.5643864378010175
4425,MARTIGNETTI COMPANIES,13661,Duckhorn Decoy Pnt Nr,11.61,21.99,750.0,12778.0,148352.5800000012,12362.0,228007.94000000358,89305.98999999274,1380.6900000000005,144929.24,79655.36000000237,34.93534479544928,0.9674440444514009,1.536932758432659
17035,PERNOD RICARD USA,8102,Absolut Mandrin,18.65,24.99,1750.0,7901.0,147353.64999999842,7916.0,198849.8399999955,128946.68000001147,14549.7600000006,123780.21999999997,51496.18999999709,25.8970236033372,1.0018984938615365,1.3494734606166705
9552,M S WALKER INC,3637,Zhenka Vodka Plastic,3.89,5.29,750.0,37837.0,147185.92999999283,37594.0,198872.2599999884,86814.18999998366,29594.800000004718,55551.819999999985,51686.32999999556,25.989713195796426,0.9935777149351164,1.351163524937459
3960,DIAGEO NORTH AMERICA INC,4798,Sambuca Romana Liqueur,1.54,1.99,50.0,95268.0,146712.71999999986,94369.0,187794.3100000098,36488.64000000781,4937.660000000306,257032.07000000007,41081.59000000995,21.875843842131214,0.9905634630725952,1.2800138256588112
3960,DIAGEO NORTH AMERICA INC,3827,Popov Vodka,9.28,12.99,1750.0,15804.0,146661.11999999377,15759.0,204709.4099999978,91852.29000000726,28956.339999999003,257032.07000000007,58048.290000004024,28.356434616271255,0.9971526195899773,1.3957987638442042
12546,JIM BEAM BRANDS COMPANY,1468,Knob Creek Single Barrel Rsv,31.49,44.99,750.0,4646.0,146302.54000000056,4288.0,182518.11999999837,132379.87000000672,3380.639999999958,123880.96999999999,36215.579999997804,19.842183340480457,0.9229444683598794,1.2475389695899857
11567,CAMPARI AMERICA,3818,Cabo Wabo Blanco Tequila,21.73,29.99,750.0,6730.0,146242.9000000014,6641.0,212452.58999999525,151740.660000003,5233.259999999873,20964.809999999998,66209.68999999386,31.164454149509467,0.986775631500743,1.4527378081260234
7239,REMY COINTREAU USA INC,5233,Cointreau Liqueur,14.5,18.99,375.0,10071.0,146029.5,9825.0,198561.74999999517,133100.21000001393,3853.2099999997627,16978.669999999995,52532.24999999517,26.45637943863632,0.9755734286565386,1.3597372448717222
3960,DIAGEO NORTH AMERICA INC,5392,Goldschlager Cinnamon Schnps,13.63,17.99,750.0,10559.0,143919.1699999988,10511.0,202824.8899999972,128395.75000001512,8280.879999999657,257032.07000000007,58905.7199999984,29.042648562510852,0.9954541149730088,1.409297246503012
1392,CONSTELLATION BRANDS INC,24455,Franciscan Cab Svgn Napa,11.71,20.99,750.0,12258.0,143541.17999999976,11732.0,235731.91000000283,95855.99999999805,1309.9900000000225,79528.99,92190.73000000307,39.10829467253795,0.9570892478381465,1.642259803075349
12546,JIM BEAM BRANDS COMPANY,3158,Pinnacle Tropical Punch,12.77,16.99,1750.0,11226.0,143356.01999999944,11058.0,185931.41999999853,126555.73000001666,20322.800000000094,123880.96999999999,42575.39999999909,22.89844287748646,0.9850347407803314,1.2969906670120952
3960,DIAGEO NORTH AMERICA INC,5847,Godiva Chocolate Liqueur,17.31,23.99,750.0,8251.0,142824.81000000078,8181.0,188616.19000000393,122957.08000001138,6446.019999999764,257032.07000000007,45791.38000000315,24.27754478552567,0.991516179856987,1.3206122241647156
9552,M S WALKER INC,3272,Sobieski Vodka,13.23,17.99,1750.0,10743.0,142129.8900000009,10722.0,198008.77999999636,124550.84000001455,19704.47000000019,55551.819999999985,55878.889999995474,28.220410226251836,0.9980452387601229,1.3931536849848762
11567,CAMPARI AMERICA,3924,Espolon Blanco Tequila,17.38,26.99,750.0,8162.0,141855.5599999984,8105.0,204392.94999999693,132292.68000001105,6385.849999999774,20964.809999999998,62537.38999999853,30.596647291405827,0.9930164175447195,1.440852582725691
9165,ULTRA BEVERAGE COMPANY LLP,37822,Frescobaldi Chianti RSV Nip,11.72,26.99,750.0,12078.0,141554.15999999995,10570.0,179836.80000000162,76523.53000000081,1179.5900000000227,68054.70000000003,38282.64000000167,21.287433940106435,0.8751448915383342,1.2704451780152677
3252,E & J GALLO WINERY,33874,Bella Sera Pinot Grigio Del,6.62,12.49,1500.0,21360.0,141403.2000000031,21351.0,231821.4899999989,94092.64000000917,4788.289999999643,61966.909999999996,90418.28999999582,39.0034116336653,0.9995786516853933,1.639435953358862
8004,SAZERAC CO INC,5109,Dr McGillicuddy's Menth Trav,9.84,13.99,750.0,14335.0,141056.4000000004,14323.0,200642.76999999897,120877.83000001752,11281.680000000619,50293.62000000002,59586.36999999857,29.69774091535861,0.9991628880362748,1.4224293970355006
3664,WILLIAM GRANT & SONS INC,2967,Glenfiddich Solera 15-Yr RS,40.73,59.99,750.0,3463.0,141047.9899999999,2980.0,174601.20000000088,133957.2200000048,2349.4199999999596,30234.42000000001,33553.21000000098,19.217055781976764,0.8605255558764078,1.2378850630909453
480,BACARDI USA INC,824,Dewars White Label Scotch,20.76,26.99,1000.0,6787.0,140898.11999999918,6617.0,178592.83,106394.58000000632,6947.850000000359,89286.26999999999,37694.71000000081,21.106508027226408,0.9749521143362311,1.2675316746596834
9552,M S WALKER INC,2890,Four Roses Bourbon,21.25,26.99,750.0,6626.0,140802.5,6491.0,180430.08999999924,129047.62000001024,5116.029999999876,55551.819999999985,39627.58999999924,21.962849988047672,0.9796257168729249,1.2814409545285008
1392,CONSTELLATION BRANDS INC,16262,The Dreaming Tree Crush Red,7.18,11.99,750.0,19580.0,140584.40000000145,19425.0,238209.5499999959,90429.41000000756,2170.6899999998636,79528.99,97625.14999999446,40.98288670626184,0.9920837589376915,1.6944237767490096
4692,KOBRAND CORPORATION,12181,Cakebread Chard,24.48,35.99,750.0,5742.0,140564.1599999995,5188.0,194360.12000000002,78452.06000000062,578.8700000000157,9139.38,53795.960000000516,27.678497008542962,0.9035179380006966,1.3827146265449224
2000,SOUTHERN WINE & SPIRITS NE,11970,Zaccagnini Montepulciano Rsv,7.71,18.99,750.0,18204.0,140352.84000000058,17962.0,264292.93999999476,98130.88000000644,2007.7299999998743,19016.59,123940.09999999419,46.894971920171855,0.9867062184135355,1.8830608628937873
4425,MARTIGNETTI COMPANIES,32263,Lindemans Bin 65 Chard,6.8,9.99,1500.0,20546.0,139712.80000000112,18623.0,191345.57000000458,68839.44999999611,4179.169999999643,144929.24,51632.77000000345,26.98404253623547,0.906405139686557,1.3695636333965322
4425,MARTIGNETTI COMPANIES,41321,Bogle Phantom Red Cal,10.94,16.95,750.0,12769.0,139692.8599999992,12186.0,211854.54000000498,82585.18999999325,1361.0900000000024,144929.24,72161.68000000578,34.06189926352491,0.9543425483593077,1.5165738606826877
3252,E & J GALLO WINERY,7715,Andre Extra Dry,3.01,5.99,750.0,46400.0,139663.9999999987,45565.0,244003.85000000446,49625.86999999848,5112.899999999894,61966.909999999996,104339.85000000577,42.76155888524048,0.9820043103448276,1.7470776291671923
4425,MARTIGNETTI COMPANIES,43434,Phillips Earthquake Cab Svgn,15.58,25.99,750.0,8948.0,139409.8400000007,9063.0,220169.4499999999,106633.96000000606,1009.4800000000527,144929.24,80759.6099999992,36.68066119073252,1.0128520339740723,1.579296339483632
3960,DIAGEO NORTH AMERICA INC,2894,Scoresby Rare,12.94,17.99,1750.0,10762.0,139260.2799999999,10689.0,192295.10999999804,107436.28000000978,19642.790000000165,257032.07000000007,53034.829999998125,27.57991609874982,0.9932168741869541,1.3808324240048788
9552,M S WALKER INC,8413,St Elder Elderflower Liqueur,14.28,17.99,750.0,9731.0,138958.6800000001,9770.0,175762.29999999932,110710.46000001073,7696.749999999647,55551.819999999985,36803.61999999921,20.93942785227512,1.0040078100914602,1.2648529764387455
12546,JIM BEAM BRANDS COMPANY,1239,Booker's Bourbon,39.99,49.99,750.0,3473.0,138885.27000000063,3550.0,181998.5000000003,140387.6300000041,2799.2899999999554,123880.96999999999,43113.22999999966,23.688783149311448,1.0221710336884537,1.3104233443906577
1128,BROWN-FORMAN CORP,8342,Korbel X Dry,8.21,11.99,750.0,16916.0,138880.35999999993,16311.0,209317.89000000365,75750.99000000094,1823.2299999999752,68601.68000000001,70437.53000000372,33.65098415620494,0.9642350437455663,1.507181360993043
9552,M S WALKER INC,3452,Vanya Light Vodka,5.55,6.99,1750.0,25006.0,138783.30000000162,24803.0,181795.17000000077,69129.52999999693,45568.96999999374,55551.819999999985,43011.86999999915,23.65952296752382,0.9918819483324002,1.3099210784006337
4425,MARTIGNETTI COMPANIES,44714,Buehler Znfdl Napa,13.51,19.99,750.0,10242.0,138369.4199999997,9925.0,119616.75000000349,47116.96999999949,1108.4400000000153,144929.24,-18752.6699999962,-15.67729435885497,0.9690490138644796,0.8644738844753687
3960,DIAGEO NORTH AMERICA INC,5616,Emmets Irish Cream,15.38,19.99,1750.0,8996.0,138358.4799999983,8936.0,178630.63999999943,120539.70000001224,16423.82000000072,257032.07000000007,40272.16000000114,22.544934060585163,0.9933303690529124,1.2910711363698244
8004,SAZERAC CO INC,5849,GranGala Triple Orange,12.4,16.99,750.0,11142.0,138160.80000000042,11168.0,193756.31999999564,101492.41000000843,8799.679999999933,50293.62000000002,55595.51999999522,28.69352597117682,1.0023335128343205,1.4023972067329882
9552,M S WALKER INC,3894,Zhenka Vodka 100 Proof,9.08,13.49,1750.0,15214.0,138143.1199999993,15251.0,202316.9899999992,114814.32000001715,28024.529999998693,55551.819999999985,64173.86999999991,31.719466565808517,1.0024319705534377,1.4645462618768146
480,BACARDI USA INC,3782,Grey Goose Le Citron Vodka,18.89,23.99,750.0,7312.0,138123.67999999793,7572.0,186388.7799999977,120956.0600000101,5966.309999999814,89286.26999999999,48265.09999999977,25.894852683729336,1.035557986870897,1.3494339276219725
8112,MOET HENNESSY USA INC,5353,Grand Marnier,12.77,18.99,375.0,10791.0,137801.07000000012,11026.0,206346.23999999565,134528.070000014,4324.549999999822,48347.26,68545.16999999553,33.21852145209769,1.021777407098508,1.4974211738703878
10000,MAJESTIC FINE WINES,6351,Kendall Jackson Vntr RSV Cab,11.18,17.99,750.0,12322.0,137759.960000001,11715.0,208058.85000000062,89623.8200000051,1306.7500000000111,17587.59,70298.8899999996,33.787983544078706,0.9507385164745983,1.5102998723286438
12546,JIM BEAM BRANDS COMPANY,807,Jim Beam,13.23,19.99,1000.0,10389.0,137446.4699999992,10239.0,192879.61000000194,99887.49000000728,10750.950000000079,123880.96999999999,55433.14000000275,28.739761553853306,0.9855616517470401,1.4033071202192613
3252,E & J GALLO WINERY,12216,Da Vinci Pnt Grigio,6.66,9.99,750.0,20603.0,137215.97999999972,19810.0,195680.4000000032,78162.85000000258,2211.699999999877,61966.909999999996,58464.420000003476,29.877504338708693,0.9615104596417997,1.4260758841645382
8352,LUXCO INC,1961,Everclear 151,23.91,34.99,1750.0,5730.0,137004.3000000017,5580.0,187406.19999999972,114112.04000000637,10254.860000000339,10261.599999999997,50401.899999998015,26.89446773905991,0.9738219895287958,1.3678855335197317
17035,PERNOD RICARD USA,3627,Absolut 80 Proof,9.37,13.99,375.0,14610.0,136895.7,14380.0,187398.19999999905,125310.5000000216,5640.760000000209,123780.21999999997,50502.49999999904,26.949298339044503,0.9842573579739904,1.3689122448696274
6785,PALM BAY INTERNATIONAL INC,15527,Roscato Rosso,6.57,9.99,750.0,20795.0,136623.14999999845,20760.0,223386.40000000037,85866.26000000622,2319.2199999998847,13605.409999999998,86763.25000000192,38.83998757310283,0.9983169031017072,1.6350552596686792
3252,E & J GALLO WINERY,10727,Starborough Svgn Bl Marlboro,5.41,9.99,750.0,25165.0,136142.64999999967,25225.0,237069.63000000073,78293.80000000088,2822.4399999999623,61966.909999999996,100926.98000000106,42.572715872547974,1.0023842638585336,1.7413325655112581
9815,WINE GROUP INC,11825,Cupcake Cab Svgn,4.66,6.99,750.0,29200.0,136071.9999999993,27737.0,208652.62999999928,70095.77999999719,3102.0599999999586,27100.409999999996,72580.62999999998,34.78538947723795,0.9498972602739726,1.5333987153859747
3960,DIAGEO NORTH AMERICA INC,3086,Ciroc Coconut Vodka,35.03,47.99,1750.0,3882.0,135986.459999999,3868.0,191347.32000000036,59255.1699999994,7107.710000000093,257032.07000000007,55360.860000001354,28.932132417637856,0.996393611540443,1.4071056780211924
9815,WINE GROUP INC,18988,Franzia Chillable Red Tap,8.9,14.99,5000.0,15278.0,135974.2000000031,15235.0,207832.6499999977,120322.36000001818,11426.25,27100.409999999996,71858.4499999946,34.57514976592725,0.9971854954837021,1.5284712099794884
3960,DIAGEO NORTH AMERICA INC,2854,Talisker 10-Yr Single Malt,38.45,49.99,750.0,3534.0,135882.29999999973,2953.0,166564.47000000018,122583.30000000443,2327.9499999999566,257032.07000000007,30682.17000000045,18.420597141755632,0.8355970571590265,1.2257996074543962
3960,DIAGEO NORTH AMERICA INC,3497,Johnnie Walker Platinum,73.07,94.99,750.0,1857.0,135690.99000000002,1729.0,167302.7100000003,133826.19000000283,1363.6299999999794,257032.07000000007,31611.720000000292,18.894924057117922,0.9310716208939149,1.232968452805896
1392,CONSTELLATION BRANDS INC,6264,Cooks Extra Dry,4.79,6.99,750.0,28307.0,135590.5299999993,27492.0,204172.0800000041,53193.59999999752,3080.309999999899,79528.99,68581.55000000479,33.590072648524426,0.9712085349913449,1.5057989669337906
17035,PERNOD RICARD USA,1896,The Glenlivet 18 Yr Single,68.83,94.99,750.0,1962.0,135044.46000000002,1936.0,203200.63999999885,168558.91999999963,1526.9499999999712,123780.21999999997,68156.17999999883,33.54132152339639,0.9867482161060143,1.5046943799101333
1392,CONSTELLATION BRANDS INC,21019,Black Box Pnt Nr,10.66,16.99,3000.0,12647.0,134817.02000000296,12512.0,229216.8799999892,139972.37000001143,5630.399999999512,79528.99,94399.85999998625,41.18364232162601,0.9893255317466593,1.700207288367479
12546,JIM BEAM BRANDS COMPANY,1388,Red Stag by Jim Beam,19.22,28.99,1750.0,6995.0,134443.90000000276,6961.0,173392.38999999972,121781.13000000994,12795.160000000542,123880.96999999999,38948.489999996964,22.462629415280006,0.9951393852751965,1.2897006855647313
7245,PROXIMO SPIRITS INC.,8469,1800 Reposado Gold Tequila,16.29,21.99,750.0,8189.0,133398.80999999956,7975.0,195273.24999999648,128044.00000001129,6284.589999999812,38994.78000000001,61874.43999999692,31.686080914819637,0.9738673830748565,1.4638305244251963
516,BANFI PRODUCTS CORP,8678,Banfi Chianti Clsc RSV,9.32,15.99,750.0,14292.0,133201.43999999927,14191.0,219699.0899999986,82353.20000000314,1585.449999999955,8510.410000000002,86497.64999999932,39.370964167398185,0.99293310943185,1.6493747364893336
17035,PERNOD RICARD USA,6231,Mumm Brut Prestige,10.27,14.99,750.0,12931.0,132801.37000000026,12487.0,210520.45000000868,79893.75999999484,1394.9000000000106,123780.21999999997,77719.08000000843,36.917591616398894,0.9656639084370892,1.5852279987774847
7245,PROXIMO SPIRITS INC.,8424,1800 Coconut Tequila,16.29,21.99,750.0,8136.0,132535.43999999954,8041.0,199138.589999997,125786.49000001054,6334.449999999787,38994.78000000001,66603.14999999746,33.44562698771668,0.9883235004916421,1.5025308702336349
480,BACARDI USA INC,4246,Bacardi Superior Rum,4.22,5.49,375.0,31200.0,131663.99999999875,30666.0,211183.8399999928,95745.78000001557,12050.379999999877,89286.26999999999,79519.83999999406,37.65432051997765,0.9828846153846154,1.6039603840077379
6213,MHW LTD,5929,RumChata Liqueur,34.88,44.99,1750.0,3767.0,131392.9599999994,3224.0,130097.76000000363,96065.2300000029,5926.790000000184,9621.580000000002,-1295.199999995777,-0.9955590319124179,0.8558534642951952,0.9901425464500093
6213,MHW LTD,3699,Chopin Vodka,31.0,39.99,1750.0,4237.0,131347.0,4268.0,171362.31999999945,113546.74000000519,7844.650000000258,9621.580000000002,40015.319999999454,23.35129449694634,1.0073164975218314,1.3046534751459833
9819,TREASURY WINE ESTATES,8421,Beringer Classic Wh Znfdl,3.37,4.99,750.0,38917.0,131150.29000000076,38974.0,210632.4999999997,58051.139999998435,4369.399999999871,14836.570000000005,79482.20999999894,37.735017150724154,1.0014646555489888,1.6060391479118992
1128,BROWN-FORMAN CORP,1465,Woodford Rsv Bourbon,11.02,14.99,375.0,11872.0,130829.44000000118,11830.0,194469.70000000054,121614.72000001492,4641.639999999854,68601.68000000001,63640.259999999354,32.72502605804358,0.9964622641509434,1.4864368447957799
1128,BROWN-FORMAN CORP,26949,Sonoma-Cutrer Chard RRV,15.53,22.99,750.0,8422.0,130793.66000000048,8369.0,192403.31000000017,71154.04999999938,935.3600000000324,68601.68000000001,61609.64999999969,32.02109672645426,0.9937069579672286,1.471044620970156
3252,E & J GALLO WINERY,28889,Peter Vella Chard Cal B/B,10.61,15.99,5000.0,12314.0,130651.54000000472,12192.0,189144.5799999987,119882.24000001556,9144.0,61966.909999999996,58493.039999993984,30.925041574014113,0.9900925775540036,1.4477026447601908
3252,E & J GALLO WINERY,8450,E & J Brandy VS,13.86,18.99,1750.0,9424.0,130616.64000000354,9420.0,187580.79999999894,112828.3300000102,17312.55000000051,61966.909999999996,56964.159999995405,30.367798836552424,0.9995755517826825,1.4361171746570258
4692,KOBRAND CORPORATION,8627,Jadot Beaujolais Villages,5.47,9.99,750.0,23791.0,130136.76999999884,23741.0,222471.82000000315,72118.97999999402,2656.3899999998753,9139.38,92335.05000000431,41.504155447644116,0.997898364927914,1.7095231424600836
660,SAZERAC NORTH AMERICA INC.,3216,Fleischmanns X Dry Gin,7.68,11.99,1750.0,16925.0,129984.00000000108,16805.0,177247.95000000103,78266.4700000023,30878.239999998783,17932.329999999994,47263.94999999995,26.665442392986595,0.9929098966026588,1.363613598596747
10754,PERFECTA WINES,43225,Ch Beauchene Chtnf Pape RSV,18.29,32.99,750.0,7101.0,129877.28999999978,6445.0,184491.5500000011,96501.79000000456,717.4100000000316,28720.52,54614.26000000132,29.60258071440182,0.9076186452612308,1.4205066182086292
9552,M S WALKER INC,3896,Zhenka Vodka,2.63,3.29,375.0,49339.0,129761.57000000097,49146.0,161690.3399999875,61875.03000001416,19326.20000000095,55551.819999999985,31928.769999986544,19.746863046975477,0.996088287156205,1.2460572109291395
3960,DIAGEO NORTH AMERICA INC,5219,Sambuca Romana Black,13.23,17.99,750.0,9801.0,129667.22999999908,9808.0,192403.91999999905,112822.59000001036,7726.699999999684,257032.07000000007,62736.68999999997,32.60676289755441,1.000714212835425,1.4838284121593437
9552,M S WALKER INC,12220,Angeline Pnt Nr,5.48,12.99,750.0,23446.0,128484.07999999903,23606.0,223629.5800000004,77503.37000000406,2640.4499999998525,55551.819999999985,95145.50000000137,42.546026335157094,1.0068241917597884,1.7405236508678903
3252,E & J GALLO WINERY,10421,Barefoot Moscato Cal,5.9,8.79,1500.0,21763.0,128401.699999998,20739.0,219454.36999999135,100633.87000001562,4644.169999999642,61966.909999999996,91052.66999999335,41.490479319230204,0.9529476634655148,1.709123555217686
3960,DIAGEO NORTH AMERICA INC,1424,Bulleit Bourbon,9.69,14.99,375.0,13226.0,128159.93999999881,12359.0,178095.41,103200.08000001001,4851.160000000075,257032.07000000007,49935.470000001194,28.038605823699324,0.9344473007712082,1.3896339995165545
10754,PERFECTA WINES,45822,Masciarelli Montepulciano,5.37,9.99,750.0,23851.0,128079.87000000184,22599.0,214213.2100000119,79858.47999999064,2526.139999999876,28720.52,86133.34000001005,40.20916357119398,0.9475074420359734,1.6724970910730064
10000,MAJESTIC FINE WINES,45848,Kendall Jackson Summation Re,6.63,11.99,750.0,19289.0,127886.06999999865,17401.0,185907.03000000378,68697.56999999753,1945.0899999999267,17587.59,58020.96000000513,31.209664314471564,0.9021203794909015,1.453692571833709
